person,visit_days,txn_cnt,total_amount,avg_amount,avg_visit_gap_days,total_reward,reward_to_revenue_ratio,is_accidental_customer,gender,age,income
016edb1d1d67477391c5337545a5d98a,7,9,131.05,14.561111111111112,4.166666666666667,9.0,0.0686760778328882,1,F,66.0,57000.0
017160c1cdb845d48abec3c330b4427e,7,9,198.09,22.01,3.8333333333333335,17.0,0.08581957695996768,1,F,68.0,76000.0
01772eae932447f9a853461a60820dc6,8,8,58.28,7.285,2.7142857142857144,5.0,0.08579272477693892,0,F,54.0,30000.0
01784d3e205548a594ba3fcdbdaaf17d,12,13,151.83,11.67923076923077,2.4545454545454546,25.0,0.16465784100638872,1,M,20.0,43000.0
017a93d1204f457bbe85f5e7de062b56,12,13,110.52,8.50153846153846,2.090909090909091,7.0,0.06333695258776692,0,M,56.0,35000.0
017febbe52e64ac19cf28cf0d44386e4,9,10,1003.4100000000001,100.34100000000001,2.5,18.0,0.01793882859449278,0,M,61.0,100000.0
01873cc8de734961949af7c04b2e9872,15,18,50.55,2.808333333333333,1.7857142857142858,2.0,0.039564787339268055,0,M,72.0,45000.0
01887dcd32b64feb807e2436548b6c87,3,3,64.33,21.44333333333333,7.5,8.0,0.1243587750660656,0,M,61.0,78000.0
018a49ffb8cf4812903e7c1f56fbb0b0,11,13,98.65,7.588461538461539,2.5,20.0,0.2027369488089204,0,M,61.0,34000.0
018b8f83176d471db63d9733c741fc8a,2,2,37.04,18.52,14.0,10.0,0.26997840172786175,0,F,75.0,109000.0
01925607d99c460996c281f17cdbb9e2,2,2,54.620000000000005,27.310000000000002,7.0,25.0,0.4577077993409007,1,F,57.0,116000.0
0193c118afe84208b33ffeb1dcb277d8,2,2,6.05,3.025,6.0,0.0,0.0,0,,,
01956670cf414b309675aa73368b94a9,8,10,248.65,24.865000000000002,3.142857142857143,27.0,0.1085863663784436,1,M,52.0,95000.0
0196d2062b8d4d019b8d96292266e8a4,4,4,61.12,15.28,2.6666666666666665,5.0,0.0818062827225131,1,F,60.0,51000.0
0199681637524988a14245632b8376af,9,10,222.96,22.296,3.0,30.0,0.13455328310010764,1,F,74.0,72000.0
019be0c6f8fd4000b1967c7308b4bdf4,17,21,141.2,6.723809523809523,1.8125,9.0,0.06373937677053824,1,F,23.0,33000.0
019cc78d8fed432ca6df71c132c72a99,6,7,16.48,2.3542857142857145,4.4,0.0,0.0,0,M,27.0,39000.0
019ed95d987446e3947da0246cdab831,8,8,515.0899999999999,64.38624999999999,2.857142857142857,10.0,0.019414082975790642,1,M,59.0,76000.0
01a202a9021e40aeaa5451a5d134c16c,6,6,156.05,26.008333333333336,4.0,7.0,0.04485741749439282,1,F,74.0,91000.0
01a5e8b57bc04e0292525f3e2817fa17,3,3,57.1,19.033333333333335,8.5,3.0,0.05253940455341506,0,M,55.0,79000.0
01ab25c31f034f85bc4ac9d286fb7a76,5,5,644.29,128.858,3.5,22.0,0.034146114327399155,0,F,87.0,77000.0
01ac633821f0498893320b41b5b22dfc,11,12,251.46,20.955000000000002,2.9,32.0,0.12725682017020598,1,F,53.0,88000.0
01b6d7e8f0884deb936a8a7f15dba895,10,12,162.9,13.575000000000001,3.111111111111111,16.0,0.09821976672805402,0,M,48.0,52000.0
01d26f638c274aa0b965d24cefe3183f,6,8,39.74,4.9675,4.0,0.0,0.0,0,M,49.0,73000.0
01de69b5edab4b89859ea8a7214ba35a,7,7,765.88,109.41142857142857,4.0,6.0,0.007834125450462213,0,F,53.0,84000.0
01e09d713abe4a36a70a33fe4b40534e,4,4,86.25999999999999,21.564999999999998,3.6666666666666665,15.0,0.17389288198469743,1,F,60.0,74000.0
01e57718fc6b49b2875a9c02b32905b1,13,15,101.19,6.7459999999999996,2.4166666666666665,2.0,0.019764798893171263,0,F,29.0,31000.0
01e8739670a042b3877f8e843bdf55a7,7,8,181.16,22.645,3.8333333333333335,4.0,0.0220799293442261,0,F,54.0,119000.0
01e91c5bc14148b2a4de0ce819e4c500,8,9,13.08,1.4533333333333334,2.7142857142857144,5.0,0.382262996941896,0,,,
01e97a4633bf4963838a4aa9ed1dce3e,8,8,17.96,2.245,3.5714285714285716,0.0,0.0,0,F,20.0,43000.0
01ef4c6618b64334a15914ff9963eaac,3,5,135.57999999999998,27.115999999999996,2.5,8.0,0.05900575306092345,1,F,70.0,92000.0
01f33ff554d0443a9841adfd66d253f6,3,3,53.92,17.973333333333333,7.0,2.0,0.037091988130563795,0,F,69.0,79000.0
01f46a5191424005af436cdf48a5da7c,7,8,166.59,20.82375,4.166666666666667,15.0,0.09004141905276428,0,O,63.0,89000.0
01f663b988964a4caca8b19abecb551d,4,5,97.64,19.528,3.6666666666666665,7.0,0.07169192953707497,1,F,62.0,62000.0
01fe5ec668f241608eb2f7ec374cb1b7,9,10,161.89,16.189,3.25,0.0,0.0,0,M,44.0,64000.0
01ff6c5d8d014dbd8c120e2b43a065ea,7,9,139.41,15.49,3.3333333333333335,17.0,0.12194247184563518,1,F,54.0,58000.0
0200f61c69da4c2ea078842cdaf234e6,7,9,195.01,21.667777777777776,4.333333333333333,24.0,0.12307061176349932,1,M,64.0,76000.0
020354b1aea342cbaa018993f68fba68,2,2,7.67,3.835,2.0,3.0,0.39113428943937417,0,,,
0206e1388c34454caba2b7fce3123943,3,4,71.95,17.9875,8.5,15.0,0.20847810979847115,0,M,39.0,71000.0
020be6e9805649858595dfbaab15ccd7,11,16,44.69,2.793125,2.4,10.0,0.22376370552696354,1,M,67.0,39000.0
020be8b0fafa446ebcce6449b20bc92c,10,11,34.879999999999995,3.1709090909090905,2.2222222222222223,5.0,0.14334862385321104,1,M,59.0,42000.0
020c2d7b3d1b4d24b9502626b2d7ef46,5,6,20.94,3.49,3.0,0.0,0.0,0,,,
020cd0f8047142e18a754303f9337d53,11,13,232.9,17.915384615384617,2.5,14.0,0.060111635895234,0,F,83.0,67000.0
020d3a52b9ce432ea5f98fc58e9bfcc4,6,6,16.93,2.8216666666666668,4.2,0.0,0.0,0,,,
020d72e77c704c42bb0a858c1aaa3bcd,13,18,252.14,14.007777777777777,2.25,20.0,0.07932101213611487,0,F,68.0,57000.0
0215efe5136d4a038cb81eae92d59368,12,13,767.29,59.02230769230769,2.6363636363636362,15.0,0.01954932294178212,0,F,58.0,64000.0
021616b8deea46438e3badc7fca5894d,10,12,218.51,18.209166666666665,1.8888888888888888,15.0,0.06864674385611642,0,M,28.0,64000.0
0217c4393fd54e74a523b63c0fcc3da5,10,13,230.21,17.70846153846154,3.0,27.0,0.11728421875678728,1,M,70.0,64000.0
0218964095c94da0bfac44cf40c9343f,6,9,223.70000000000002,24.855555555555558,2.8,2.0,0.008940545373267769,0,M,77.0,94000.0
021adce38ab34ede96422ae107643fd5,10,14,247.26,17.66142857142857,2.0,7.0,0.028310280676211278,0,M,57.0,65000.0
021c1940868647efbcb40ccdb942813b,5,5,86.28,17.256,6.5,27.0,0.3129346314325452,0,F,46.0,73000.0
0222d267445f4f078bc325224e471766,8,10,23.169999999999998,2.3169999999999997,3.0,4.0,0.17263703064307295,1,M,64.0,43000.0
0223ed57fef54575ac0b256937dc68fa,9,9,14.8,1.6444444444444446,2.5,0.0,0.0,0,,,
0225045e245f4b7289cc55c0b5870ae2,4,4,59.09,14.7725,1.6666666666666667,17.0,0.28769673379590455,1,F,42.0,50000.0
022f5553a0704b53ba26f2d23cb1234d,17,23,371.91,16.17,1.75,13.0,0.034954693339786506,1,F,46.0,62000.0
0231c913a51e420783be6bdeb75aa842,8,8,34.01,4.25125,3.142857142857143,11.0,0.3234342840341076,0,F,28.0,65000.0
023411b8a45a4715979dae6cec425a8b,10,10,21.57,2.157,2.888888888888889,3.0,0.13908205841446453,0,M,61.0,59000.0
023a42cf62f742b795a975d56955e220,14,18,50.09,2.782777777777778,2.076923076923077,5.0,0.09982032341784787,0,M,38.0,66000.0
023fd15e56184ec19e23ed5a31c87543,7,7,28.0,4.0,4.5,0.0,0.0,0,M,21.0,53000.0
024218e67fa549a4a0a99b32b7b6fbf9,9,11,193.38,17.58,3.25,26.0,0.13445030509876926,0,M,54.0,70000.0
0246e7cc7a3d4a98a940cb13776b5b55,12,16,47.45,2.965625,2.5454545454545454,4.0,0.08429926238145416,0,M,70.0,65000.0
0246f8fdf0b64014a98822b70231c58d,4,4,89.37,22.3425,5.666666666666667,10.0,0.11189437171310282,0,F,81.0,79000.0
0247953d899b4a99acab74fa0a807c0f,10,10,22.650000000000002,2.265,2.6666666666666665,0.0,0.0,0,M,77.0,53000.0
0251876076024444864473545adce065,11,14,27.9,1.9928571428571427,2.1,8.0,0.28673835125448033,0,M,74.0,36000.0
0252aa6f0dee4585ba886945c60f48f5,1,1,10.36,10.36,,0.0,0.0,0,F,49.0,58000.0
02557fafcf334c30a22c312c5647f71a,5,6,17.18,2.8633333333333333,5.5,0.0,0.0,0,M,45.0,43000.0
026876bc8c6a4e0c8e330342c92cc844,1,1,26.38,26.38,,5.0,0.18953752843062927,1,F,49.0,74000.0
027561a162a54d86b6d45af5071c4d27,3,3,9.34,3.1133333333333333,5.0,5.0,0.5353319057815846,0,,,
027596e6ed19471392923eb833b25fd3,5,6,14.86,2.4766666666666666,4.5,2.0,0.13458950201884254,0,M,35.0,64000.0
02765747959045a0a7c452888b2f31eb,5,5,49.29,9.858,6.0,0.0,0.0,0,F,62.0,40000.0
0276c9a3092d4f79a29d61a1462f9b4d,11,12,204.49,17.040833333333335,2.7,9.0,0.044011932123820235,0,O,43.0,56000.0
027c18923c0146e58ccd615f6a62d82f,10,11,24.55,2.231818181818182,2.0,2.0,0.0814663951120163,0,M,50.0,73000.0
02865fee714e466e99f9bb7a7203887b,5,5,18.95,3.79,6.5,5.0,0.2638522427440633,1,M,64.0,75000.0
028a12f0ee584455850300886174f3d7,3,3,72.4,24.133333333333336,7.5,2.0,0.027624309392265192,0,F,79.0,88000.0
028c88a958e54c36a31c4800fd6e887b,11,14,372.02,26.572857142857142,2.5,18.0,0.04838449545723349,1,F,84.0,108000.0
0295719cd357460cbab54f2392b01d19,10,10,34.1,3.41,3.111111111111111,8.0,0.2346041055718475,1,,,
029e063479234fb1b6c8727c3d45de62,3,3,69.77000000000001,23.25666666666667,3.5,10.0,0.1433280779704744,1,M,71.0,93000.0
02a00d256444415da8460cd2a3457ea7,5,5,22.3,4.46,4.5,7.0,0.3139013452914798,1,,,
02a3aa431c1047be8eafec3dcd6b5fd0,6,6,114.77000000000001,19.128333333333334,4.0,30.0,0.2613923499172257,0,M,54.0,70000.0
02a458e1233342b79caff81edbcc30a9,2,2,53.69,26.845,18.0,18.0,0.33525796237660643,0,F,59.0,99000.0
02abd909ebc94aca8766f3f0ee39db80,7,8,126.42,15.8025,2.0,17.0,0.13447239360860624,0,M,26.0,61000.0
02b148f44eee4b9ca7487371472a6781,11,13,29.23,2.2484615384615383,2.1,5.0,0.17105713308244955,0,,,
02b5aa5725f94bcb94ca58208015b7bc,10,13,39.91,3.07,2.6666666666666665,5.0,0.12528188423953898,1,M,65.0,46000.0
02b6895b3cab4f79a116bddc1c70b5c3,14,16,47.81,2.988125,2.1538461538461537,2.0,0.041832252666806104,0,M,53.0,34000.0
02b7a80a321c4b078af92d494cc0f012,10,11,400.15999999999997,36.378181818181815,2.7777777777777777,10.0,0.02499000399840064,0,F,32.0,34000.0
02ba8c272f284139abef53e0290bfb67,4,4,91.81,22.9525,7.0,17.0,0.18516501470428057,1,F,87.0,94000.0
02c083884c7d45b39cc68e1314fec56c,7,10,29.89,2.989,2.8333333333333335,0.0,0.0,0,F,20.0,30000.0
02c6daf74a49491ca397f105ef944784,3,3,78.94,26.313333333333333,9.0,2.0,0.02533569799847986,0,F,54.0,109000.0
02c89861ce2c4010bf4ed63f6f6d5df3,10,13,261.71,20.13153846153846,2.4444444444444446,19.0,0.07259944213060258,0,M,58.0,79000.0
02c8c9806a8c44f792a218fb2e8756b3,4,4,21.93,5.4825,7.333333333333333,5.0,0.22799817601459188,1,M,28.0,45000.0
02d206df55d54efda515783e1c525e8d,2,2,4.43,2.215,4.0,0.0,0.0,0,,,
02d2c404f19440ff9038c0d60a695cbd,7,7,19.529999999999998,2.7899999999999996,4.0,0.0,0.0,0,,,
02db8af535e54416a01aff51836d166f,1,1,0.61,0.61,,0.0,0.0,0,M,73.0,30000.0
02dd040b77914163b1fd02efc3976d55,11,12,181.82,15.151666666666666,2.9,19.0,0.1044989550104499,0,M,37.0,60000.0
02e2211319524b9e8bd09794d00d8513,14,15,65.97,4.398,2.076923076923077,8.0,0.12126724268606942,1,M,24.0,73000.0
02e4c9dff62e4857a429a4be3ba73ed0,10,14,48.86,3.4899999999999998,2.4444444444444446,17.0,0.3479328694228408,1,M,44.0,74000.0
02e5396559f94469b6d03e40d85830c7,6,8,206.25,25.78125,3.8,15.0,0.07272727272727272,0,M,51.0,98000.0
02e6dbe7c694441a88f9160b6b0e1a35,8,11,148.87,13.533636363636363,3.2857142857142856,10.0,0.06717270101430778,0,M,55.0,61000.0
02e6dd10b22c43fcb5a2dfc0038dac22,10,11,42.480000000000004,3.8618181818181823,3.0,8.0,0.18832391713747645,0,F,39.0,74000.0
02eba2268a3640bb8e85880e12617c5f,11,12,188.97,15.7475,2.3,10.0,0.052918452664444095,1,F,79.0,57000.0
02efe2a67be247a686f79ba1cbce42f1,9,10,262.09,26.208999999999996,2.25,12.0,0.04578579877141441,0,F,84.0,96000.0
02efe413dd194069ab58abde38ab5e02,6,6,182.29000000000002,30.38166666666667,4.4,12.0,0.06582917329529869,1,F,59.0,97000.0
02f446e152254ab7b01e29698932dd01,6,7,19.240000000000002,2.7485714285714287,3.4,3.0,0.1559251559251559,0,,,
02f638a6c98241c98b24a06ca489aac0,5,5,17.64,3.528,6.5,0.0,0.0,0,M,67.0,46000.0
02f77bb76ed14d28a05e23b3e00aeb9b,4,4,15.82,3.955,6.666666666666667,0.0,0.0,0,,,
03019e49a5164723ae527bbd6949e0c1,7,8,164.47,20.55875,4.666666666666667,12.0,0.07296163434060923,0,M,45.0,84000.0
0305b52a24744a9bb660bffc6b39e884,5,6,127.31,21.218333333333334,4.5,15.0,0.11782263765611499,1,M,51.0,114000.0
030c30c1955f4a17be09b692caf5ec5f,13,16,66.08,4.13,2.3333333333333335,10.0,0.1513317191283293,0,M,74.0,69000.0
03118ab70a404fada1a433cd6abaa491,11,18,318.21,17.67833333333333,2.2,7.0,0.0219980516011439,0,F,40.0,63000.0
03257d4fcb6641aebaa46d5605d205ca,9,12,207.63,17.3025,3.0,9.0,0.043346337234503686,0,M,79.0,71000.0
032aaa79b15e4103a9e91a786d416734,8,11,149.24,13.567272727272728,3.0,9.0,0.060305548110426155,0,,,
0335d274249f4eb6b3c51527f02a3216,11,12,244.02,20.335,2.3,39.0,0.15982296533071058,0,F,21.0,74000.0
03361f5f681e46ad97796d52caf9afa2,10,11,18.72,1.7018181818181817,3.111111111111111,3.0,0.16025641025641027,0,,,
03374e3f14564b36a7138154ed8c194a,7,9,26.21,2.9122222222222223,2.8333333333333335,0.0,0.0,0,F,30.0,41000.0
033bf5269a494dd787e5e9f4a45b843c,2,2,53.74,26.87,4.0,7.0,0.1302567919612951,0,M,82.0,89000.0
033d0a511a5c452ea2be37a23f8c6dcb,4,5,112.24,22.448,6.0,2.0,0.01781895937277263,0,M,82.0,78000.0
033f0ee2250e475b87f70115e7895957,3,3,90.43,30.143333333333334,9.0,3.0,0.03317483136127391,0,F,62.0,108000.0
033fed8bb1504885b866429db25543a0,3,3,89.98,29.993333333333336,11.5,12.0,0.13336296954878862,1,M,66.0,108000.0
0340f0361285411ab60a24823b020112,6,7,20.65,2.9499999999999997,4.2,0.0,0.0,0,M,32.0,59000.0
0342c7c449a84440b3f7a80ad095761a,11,17,245.22,14.42470588235294,2.4,22.0,0.08971535763803931,0,M,52.0,56000.0
0345b2da6507473ca4400ed84dc6725a,11,13,39.45,3.034615384615385,2.2,4.0,0.10139416983523447,0,F,70.0,31000.0
034946bd82b34a219b556a47f1200828,2,2,22.13,11.065,15.0,7.0,0.3163126976954361,1,M,41.0,68000.0
034b962ed61d4da1bb0baaec84cc2e85,6,8,139.53,17.44125,4.2,32.0,0.22934136028094315,0,M,60.0,74000.0
034ce97360c6485ab990d903343f9f08,5,5,22.57,4.514,3.75,6.0,0.26583961010190515,0,M,23.0,48000.0
034dcdec0a0547a19d77dcf2bc8ecc48,1,1,11.37,11.37,,0.0,0.0,0,F,57.0,76000.0
03533ca5a4244ca3ac48b9c8ccba8332,7,8,17.07,2.13375,3.1666666666666665,2.0,0.11716461628588166,0,,,
0355c6a5fdbc429ea5b05e8a9ecd2eae,5,6,109.09,18.18166666666667,6.25,17.0,0.15583463195526628,1,F,77.0,88000.0
03566626393f43a88c55de21c61761d0,2,3,5.449999999999999,1.8166666666666664,3.0,0.0,0.0,0,M,71.0,59000.0
